Timestamp;BLDC_POSTION;temp_max;temp_min;scop_sample
101767086;3095;7195;3;3149
101768089;3096;7195;3;3149
101769128;3096;7195;3;3149
101770083;3095;7195;3;3149
101771086;3096;7195;3;3149
101772082;3095;7195;3;3149
101773083;3096;7195;3;3149
101774087;3095;7195;3;3149
101775088;3096;7195;3;3149
101776084;3094;7195;3;3149
101777084;3096;7195;3;3149
101778088;3096;7195;3;3149
101779088;3096;7195;3;3149
101780104;3095;7195;3;3149
101781087;3096;7195;3;3149
101782088;3096;7195;3;3149
101783085;3095;7195;3;3149
101784085;3096;7195;3;3149
101785089;3095;7195;3;3149
101786090;3096;7195;3;3149
101787086;3095;7195;3;3149
101788086;3095;7195;3;3149
101789090;3095;7195;3;3149
101790083;3095;7195;3;3149
101791099;3095;7195;3;3149
101792088;3096;7195;3;3149
101793089;3096;7195;3;3149
101794085;3095;7195;3;3149
101795085;3095;7195;3;3149
101796089;3095;7195;3;3149
101797089;3096;7195;3;3149
101798086;3095;7195;3;3149
101799086;3095;7195;3;3149
101800082;3096;7195;3;3149
101801097;3095;7195;3;3149
101802086;3096;7195;3;3149
101803087;3095;7195;3;3149
101804084;3095;7195;3;3149
101805085;3096;7195;3;3149
101806090;3095;7195;3;3149
101807084;3096;7195;3;3149
101808088;3095;7195;3;3149
101809089;3095;7195;3;3149
101810086;3096;7195;3;3149
101811099;3095;7195;3;3149
101812088;3095;7195;3;3149
101813082;3096;7195;3;3149
101814087;3095;7195;3;3149
101815089;3096;7195;3;3149
101816086;3096;7195;3;3149
101817087;3095;7195;3;3149
101818083;3095;7195;3;3149
101819085;3095;7195;3;3149
101820089;3096;7195;3;3149
101821102;3095;7195;3;3149
101822083;3096;7195;3;3149
101823085;3095;7195;3;3149
101824082;3095;7195;3;3149
101825083;3096;7195;3;3149
101826088;3095;7195;3;3149
101827089;3097;7195;3;3149
101828086;3095;7195;3;3149
101829087;3094;7195;3;3149
101830084;3095;7195;3;3149
101831123;3095;7195;3;3149
101832087;3096;7195;3;3149
101833087;3096;7195;3;3149
101834082;3094;7195;3;3149
101835083;3094;7195;3;3149
101836087;3096;7195;3;3149
101837087;3096;7195;3;3149
101838083;3095;7195;3;3149
101839084;3096;7195;3;3149
101840088;3095;7195;3;3149
101841083;3096;7195;3;3149
101842129;3096;7195;3;3149
101843085;3095;7195;3;3149
101844086;3095;7195;3;3149
101845090;3095;7195;3;3149
101846083;3095;7195;3;3149
101847087;3094;7195;3;3149
101848087;3096;7195;3;3149
101849083;3096;7195;3;3149
101850084;3095;7195;3;3149
101851083;3096;7195;3;3149
101852083;3096;7195;3;3149
101853101;3095;7195;3;3149
101854089;3096;7195;3;3149
101855083;3096;7195;3;3149
101856087;3095;7195;3;3149
101857087;3096;7195;3;3149
101858083;3096;7195;3;3149
101859084;3095;7195;3;3149
101860087;3096;7195;3;3149
101861083;3096;7195;3;3149
101862087;3096;7195;3;3149
101863119;3094;7195;3;3149
101864088;3094;7195;3;3149
101865089;3096;7195;3;3149
101866086;3095;7195;3;3149
101867086;3094;7195;3;3149
101868083;3096;7195;3;3149
101869084;3096;7195;3;3149
101870089;3095;7195;3;3149
101871085;3095;7195;3;3149
101872082;3096;7195;3;3149
101873083;3095;7195;3;3149
101874117;3096;7195;3;3149
101875082;3096;7195;3;3149
101876084;3095;7195;3;3149
101877088;3096;7195;3;3149
101878082;3096;7195;3;3149
101879087;3094;7195;3;3149
101880089;3096;7195;3;3149
101881088;3095;7195;3;3149
101882089;3095;7195;3;3149
101883086;3096;7195;3;3149
101884087;3095;7195;3;3149
101885103;3095;7195;3;3149
101886084;3096;7195;3;3149
101887086;3096;7195;3;3149
101888083;3096;7195;3;3149
101889084;3095;7195;3;3149
101890088;3096;7195;3;3149
101891085;3096;7195;3;3149
101892089;3094;7195;3;3149
101893083;3096;7195;3;3149
101894088;3096;7195;3;3149
101895123;3095;7195;3;3149
101896083;3096;7195;3;3149
101897085;3096;7195;3;3149
101898089;3095;7195;3;3149
101899089;3096;7195;3;3149
101900084;3096;7195;3;3149
101901087;3096;7195;3;3149
101902083;3095;7195;3;3149
101903084;3096;7195;3;3149
101904088;3096;7195;3;3149
101905089;3095;7195;3;3149
101906139;3096;7195;3;3149
101907089;3095;7195;3;3149
101908082;3096;7195;3;3149
101909086;3095;7195;3;3149
101910086;3096;7195;3;3149
101911086;3095;7195;3;3149
101912086;3096;7195;3;3149
101913082;3095;7195;3;3149
101914083;3096;7195;3;3149
101915087;3095;7195;3;3149
101916087;3095;7195;3;3149
101917125;3095;7195;3;3149
101918086;3096;7195;3;3149
101919087;3096;7195;3;3149
101920083;3095;7195;3;3149
101921086;3094;7195;3;3149
101922082;3096;7195;3;3149
101923083;3096;7195;3;3149
101924087;3096;7195;3;3149
101925087;3095;7195;3;3149
101926083;3096;7195;3;3149
101927131;3096;7195;3;3149
101928085;3096;7195;3;3149
101929086;3095;7195;3;3149
101930089;3095;7195;3;3149
101931085;3096;7195;3;3149
101932089;3096;7195;3;3149
101933090;3095;7195;3;3149
101934086;3096;7195;3;3149
101935088;3095;7195;3;3149
101936085;3096;7195;3;3149
101937117;3095;7195;3;3149
101938086;3095;7195;3;3149
101939088;3096;7195;3;3149
101940084;3096;7195;3;3149
101941088;3096;7195;3;3149
101942085;3096;7195;3;3149
101943087;3095;7195;3;3149
101944083;3095;7195;3;3149
101945084;3096;7195;3;3149
101946089;3096;7195;3;3149
101947132;3096;7195;3;3149
101948086;3096;7195;3;3149
101949088;3094;7195;3;3149
101950085;3096;7195;3;3149
101951089;3096;7195;3;3149
101952086;3095;7195;3;3149
101953087;3094;7195;3;3149
101954084;3096;7195;3;3149
101955085;3095;7195;3;3149
101956090;3095;7195;3;3149
101957130;3095;7195;3;3149
101958087;3094;7195;3;3149
101959089;3096;7195;3;3149
101960086;3095;7195;3;3149
101961082;3095;7195;3;3149
101962087;3096;7195;3;3149
101963088;3095;7195;3;3149
101964084;3094;7195;3;3149
101965083;3096;7195;3;3149
101966087;3095;7195;3;3149
101967190;3095;7195;3;3149
101968089;3096;7195;3;3149
101969082;3096;7195;3;3149
101970086;3095;7195;3;3149
101971089;3096;7195;3;3149
101972089;3096;7195;3;3149
101973085;3095;7195;3;3149
101974086;3096;7195;3;3149
101975082;3095;7195;3;3149
101976083;3096;7195;3;3149
101977113;3095;7195;3;3149
101978100;3095;7195;3;3149
101979089;3095;7195;3;3149
101980090;3096;7195;3;3149
101981089;3095;7195;3;3149
101982089;3096;7195;3;3149
101983085;3097;7195;3;3149
101984086;3096;7195;3;3149
101985090;3095;7195;3;3149
101986083;3095;7195;3;3149
101987086;3095;7195;3;3095
101988087;3096;7195;3;3095
101989117;3095;7195;3;3095
101990087;3096;7195;3;3095
101991083;3096;7195;3;3095
101992087;3096;7195;3;3095
101993088;3096;7195;3;3095
101994083;3096;7195;3;3095
101995084;3096;7195;3;3095
101996088;3095;7195;3;3095
101997088;3097;7195;3;3095
101998084;3095;7195;3;3095
101999120;3095;7195;3;3095
102000090;3096;7195;3;3095
102001086;3096;7195;3;3095
102002083;3096;7195;3;3095
102003084;3096;7195;3;3095
102004089;3095;7195;3;3095
102005082;3095;7195;3;3095
102006087;3096;7195;3;3095
102007088;3096;7195;3;3095
102008085;3095;7195;3;3095
102009129;3096;7195;3;3095
102010085;3095;7195;3;3095
102011090;3094;7195;3;3095
102012087;3096;7195;3;3095
102013088;3095;7195;3;3095
102014085;3096;7195;3;3095
102015086;3096;7195;3;3095
102016083;3096;7195;3;3095
102017084;3095;7195;3;3095
102018089;3095;7195;3;3095
102019123;3095;7195;3;3095
102020084;3094;7195;3;3095
102021088;3096;7195;3;3095
102022085;3096;7195;3;3095
102023087;3096;7195;3;3095
102024083;3095;7195;3;3095
102025084;3096;7195;3;3095
102026089;3096;7195;3;3095
102027083;3095;7195;3;3095
102028087;3095;7195;3;3095
102029152;3096;7195;3;3095
